"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"01","41668","MEDST 342W (3, 3)","Vt: Spec Tpcs Genre","W","9:10 AM - 12:00 PM","Cornell, Julian","QH 270F","23","22","In-Person",
"01","41673","MEDST 344W (3, 3)","Vt: Spec Tpcs Natl Cinemas","M","1:40 PM - 5:30 PM","Tsika, Noah","QH 270F","24","22","In-Person",
"02","41680","MEDST 344W (3, 3)","Vt: Spec Tpcs Natl Cinemas","TH","1:40 PM - 5:30 PM","Kapse, Anupama","KY 115","17","22","In-Person",
"01","41683","MEDST 346W (3, 3)","Afro-Amer Amer Film &amp; Tv","F","1:40 PM - 4:30 PM","Scott, Ellen","KY 315","24","22","In-Person",
"01","41689","MEDST 350 (3, 3)","Propaganda","W","1:40 PM - 4:30 PM","Rushkoff, Douglas","KY 315","33","30","In-Person",
"01","41692","MEDST 364W (0, 3)","Advert Consump &amp; Culture","M","1:40 PM - 4:30 PM","Einstein, Mara","KY 315","23","23","In-Person",
"01","41696","MEDST 381W (3, 3)","Adv Stds Media","T","1:40 PM - 4:30 PM","Crain, Matthew","QH 270F","22","22","In-Person",
"01","41699","MEDST 391 (9, 3)","Special Problems","&nbsp;"," - ","Buchsbaum, Jonathan"," ","0","35","In-Person",
"01","82805","MEDST 745 (3, 3)","Advertising &amp; Marketing","T","6:30 PM - 8:20 PM","Einstein, Mara","GB 200","3","18","In-Person",
"01","54736","MEDST 752 (3, 3)","Media Theory","W","6:30 PM - 8:20 PM","Rushkoff, Douglas","KY 315","10","18","In-Person",
"01","51084","MES 160 (3, 3)","Classical Islamic Lit &amp; Civil","T, TH","12:15 PM - 1:30 PM","Taleghani, Rebecca","KG 204","34","30","In-Person",
"02","82899","MES 160 (3, 3)","Classical Islamic Lit &amp; Civil","T, TH","5:00 PM - 6:15 PM","Taleghani, Rebecca","KY 242","30","30","In-Person",
"01","76639","MES 240 (3, 3)","Images Of Mid East","T, TH","1:40 PM - 2:55 PM","Khalil, Andrea","KY 244","5","12","In-Person",
"01","51087","MES 255W (3, 3)","Mod Arab Lit In Tran","T, TH","3:10 PM - 4:25 PM","Taleghani, Rebecca","KY 423","19","25","In-Person",
"05","70059","MUSIC 001 (3, 3)","Introduction to Music","M, W","9:15 AM - 10:30 AM","Callis, Cathy","MU 226","60","60","In-Person",
"01","46786","MUSIC 001 (3, 3)","Introduction to Music","W","9:10 AM - 12:00 PM","Eisman, Lawrence","MU 263","40","40","In-Person",
"08","73934","MUSIC 001 (3, 3)","Introduction to Music","&nbsp;"," - ","Smaldone, Edward"," ","37","35","Online",
"07","70104","MUSIC 001 (3, 3)","Introduction to Music","M, W","10:45 AM - 12:00 PM","Orenstein, Arbie","MU 265","25","25","In-Person",
"03","46788","MUSIC 001 (3, 3)","Introduction to Music","M, W","3:10 PM - 4:25 PM","Orenstein, Arbie","MU 226","60","60","In-Person",
"06","70060","MUSIC 001 (3, 3)","Introduction to Music","M, W","10:45 AM - 12:00 PM","Callis, Cathy","MU 226","60","60","In-Person",
"09","77027","MUSIC 001 (3, 3)","Introduction to Music","T, TH","3:10 PM - 4:25 PM","Murphy, Alana","MU 263","40","40","In-Person",
"04","52487","MUSIC 001 (3, 3)","Introduction to Music","TH","6:55 PM - 9:40 PM","Nitzberg, Roy","MU 351","22","23","In-Person",
"02","46787","MUSIC 001 (3, 3)","Introduction to Music","M, W","1:40 PM - 2:55 PM","John, Emily","MU 226","62","60","In-Person",
"01","47331","MUSIC 008 (3, 3)","Vt: Topcs Music","T","1:40 PM - 4:30 PM","Ahmad, Salman","MU 226","22","40","In-Person",
"01","72824","MUSIC 068 (2, 1)","Balnse Gmeln Ensmbl","W","6:40 PM - 7:30 PM","Lipsey, Michael","MU 226","7","20","In-Person",
"02","83712","MUSIC 071 (2, 1)","Basic Mus:Ss &amp; Dict","T, F","1:40 PM - 2:30 PM","Shironishi, Ruka","MU 353","13","20","In-Person",
"01","69782","MUSIC 073 (2, 1)","Basic Mus:Theory","T, F","11:10 AM - 12:00 PM","Shironishi, Ruka","MU 310","20","20","In-Person",
"02","69793","MUSIC 074 (2, 1)","Basic Mus:Keyboard","T, F","12:15 PM - 1:05 PM","Murphy, Alana","MU 353","17","35","In-Person",
"01","70119","MUSIC 075 (2, 1)","Piano Skills","T, TH","12:15 PM - 1:05 PM","Karlsson, Mikael","MU 363","10","20","In-Person",
"01","84346","MUSIC 100 (0, 0)","Recital Attendance","&nbsp;"," - ","Chernov, Konstantza"," ","34","500","In-Person",
"01","68413","MUSIC 101 (3, 3)","Intro Academic Study of Music","M, W","1:40 PM - 2:55 PM","Nitzberg, Roy","MU 263","18","40","In-Person",
"02","68986","MUSIC 121 (3, 3)","Writing about Music","M, W","3:10 PM - 4:25 PM","John, Emily","MU 206","21","20","In-Person",
"03","70149","MUSIC 121 (3, 3)","Writing about Music","T","4:40 PM - 7:30 PM","Hellauer, Susan","MU 351","19","20","In-Person",
"01","68838","MUSIC 122 (3, 3)","Writing Musical Culture","M, W","1:40 PM - 2:55 PM","Callis, Cathy","MU 214","23","24","In-Person",
"01","70061","MUSIC 123 (3, 3)","Studies Lit Music","T","1:40 PM - 4:30 PM","Ahmad, Salman","MU 226","5","35","In-Person",
"01","80182","MUSIC 129 (3, 1)","Ital Dctn Sngrs","F","3:10 PM - 5:00 PM","Andrade, Andrew","MU 263","16","35","In-Person",
"19","85244","MUSIC 150 (1, 1)","Indpdnt Stdy Instrmnt Or Voice","&nbsp;"," - ","Smith, Janice Pearson"," ","1","35","In-Person",
"18","85009","MUSIC 150 (1, 1)","Indpdnt Stdy Instrmnt Or Voice","&nbsp;"," - ","Overholt, Sherry"," ","1","35","In-Person",
"13","42616","MUSIC 150 (1, 1)","Indpdnt Stdy Instrmnt Or Voice","&nbsp;"," - ","Cohen, Paul"," ","1","35","In-Person",
"12","42615","MUSIC 150 (1, 1)","Indpdnt Stdy Instrmnt Or Voice","&nbsp;","12:00 AM - 12:00 AM","Andrade, Andrew"," ","0","35","In-Person",
"11","42614","MUSIC 150 (1, 1)","Indpdnt Stdy Instrmnt Or Voice","&nbsp;","12:00 AM - 12:00 AM","Lipsey, Michael"," ","1","35","In-Person",
"10","42613","MUSIC 150 (1, 1)","Indpdnt Stdy Instrmnt Or Voice","&nbsp;"," - ","Anderson, William"," ","1","35","In-Person",
"09","42612","MUSIC 150 (1, 1)","Indpdnt Stdy Instrmnt Or Voice","&nbsp;","12:00 AM - 12:00 AM","Jones, Alice"," ","0","35","In-Person",
"08","42611","MUSIC 150 (1, 1)","Indpdnt Stdy Instrmnt Or Voice","&nbsp;","12:00 AM - 12:00 AM","Jolley, David"," ","0","35","In-Person",
"07","42610","MUSIC 150 (1, 1)","Indpdnt Stdy Instrmnt Or Voice","&nbsp;","12:00 AM - 12:00 AM","Shin, Heesun"," ","0","35","In-Person",
"06","42609","MUSIC 150 (1, 1)","Indpdnt Stdy Instrmnt Or Voice","&nbsp;","12:00 AM - 12:00 AM","Phillips, Daniel"," ","0","35","In-Person",
"05","42608","MUSIC 150 (1, 1)","Indpdnt Stdy Instrmnt Or Voice","&nbsp;","12:00 AM - 12:00 AM","Woll, Heidi"," ","2","35","In-Person",
"04","42607","MUSIC 150 (1, 1)","Indpdnt Stdy Instrmnt Or Voice","&nbsp;","12:00 AM - 12:00 AM","Crouse, Rose-Marie"," ","1","35","In-Person",
"03","42606","MUSIC 150 (1, 1)","Indpdnt Stdy Instrmnt Or Voice","&nbsp;","12:00 AM - 12:00 AM","Ward, Matthew"," ","1","35","In-Person",
"02","42605","MUSIC 150 (1, 1)","Indpdnt Stdy Instrmnt Or Voice","&nbsp;","12:00 AM - 12:00 AM","Saylor, Bruce"," ","0","35","In-Person",
"01","42604","MUSIC 150 (1, 1)","Indpdnt Stdy Instrmnt Or Voice","&nbsp;","12:00 AM - 12:00 AM","Ritt, Morey"," ","0","35","In-Person",
"16","42602","MUSIC 150 (1, 1)","Indpdnt Stdy Instrmnt Or Voice","&nbsp;","12:00 AM - 12:00 AM","Pirone, Donald"," ","0","35","In-Person",
"14","42593","MUSIC 150 (1, 1)","Indpdnt Stdy Instrmnt Or Voice","&nbsp;","12:00 AM - 12:00 AM","Chernov, Konstantza"," ","1","35","In-Person",
"15","42596","MUSIC 150 (1, 1)","Indpdnt Stdy Instrmnt Or Voice","&nbsp;","12:00 AM - 12:00 AM","Rotholz, Susan"," ","0","35","In-Person",
"30","42840","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Krekeler, Daniel"," ","0","35","In-Person",
"20","42588","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Aomori, Yoshio"," ","0","35","In-Person",
"21","42589","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Lipsey, Michael"," ","0","35","In-Person",
"23","42592","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Biegel, Jeffrey"," ","0","35","In-Person",
"24","42597","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Overholt, Sherry"," ","3","35","In-Person",
"25","42598","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Phillips, Daniel"," ","1","35","In-Person",
"26","42599","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Rosen, Marcy"," ","0","35","In-Person",
"27","42600","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Ronis, David"," ","0","35","In-Person",
"28","42601","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Woll, Heidi"," ","3","35","In-Person",
"29","42603","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Crouse, Rose-Marie"," ","0","35","In-Person",
"01","42617","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Schober, David"," ","1","35","In-Person",
"02","42618","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Klorman, Edward"," ","0","35","In-Person",
"03","42619","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Anderson, William"," ","0","35","In-Person",
"04","42620","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Kaplan, Burton"," ","0","35","In-Person",
"05","42621","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Ward, Matthew"," ","2","35","In-Person",
"06","42622","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Norris, Bruce"," ","0","35","In-Person",
"07","42623","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Andrade, Andrew"," ","1","35","In-Person",
"08","42624","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Pirone, Donald"," ","1","35","In-Person",
"09","42625","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Argyros, Maria"," ","2","35","In-Person",
"10","42626","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Cohen, Paul"," ","0","35","In-Person",
"11","42627","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Hastings, Mary"," ","0","35","In-Person",
"12","42628","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Ritt, Morey"," ","0","35","In-Person",
"13","42629","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Jolley, David"," ","1","35","In-Person",
"14","42630","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Lelchuk, Nina"," ","0","35","In-Person",
"15","42631","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Biaggi, Eduardo"," ","0","35","In-Person",
"16","42632","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Cossin, David"," ","2","35","In-Person",
"17","42633","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Frampton, William"," ","0","35","In-Person",
"18","42634","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Shin, Heesun"," ","0","35","In-Person",
"19","42635","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Avitsur, Haim"," ","2","35","In-Person",
"31","80852","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;"," - ","Smith, Janice Pearson"," ","2","35","In-Person",
"32","81825","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;"," - ","Mendenhall, Judith"," ","2","35","In-Person",
"33","84533","MUSIC 151 (1, 3)","Major Stdy Perfrmnce I","&nbsp;"," - ","Luo, Fang"," ","1","35","In-Person",
"10","42787","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Cohen, Paul"," ","0","35","In-Person",
"27","42834","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Ronis, David"," ","0","35","In-Person",
"26","42831","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Phillips, Daniel"," ","1","35","In-Person",
"25","42828","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Overholt, Sherry"," ","0","35","In-Person",
"24","42825","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Rosen, Marcy"," ","0","35","In-Person",
"01","42636","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Schober, David"," ","0","35","In-Person",
"02","42763","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Klorman, Edward"," ","0","35","In-Person",
"03","42766","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Anderson, William"," ","0","35","In-Person",
"28","84164","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Krekeler, Daniel"," ","1","35","In-Person",
"29","84611","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;"," - ","Williams, Gregory"," ","1","35","In-Person",
"04","42769","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Kaplan, Burton"," ","0","35","In-Person",
"05","42772","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Ward, Matthew"," ","0","35","In-Person",
"06","42775","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Norris, Bruce"," ","0","35","In-Person",
"07","42778","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Andrade, Andrew"," ","0","35","In-Person",
"08","42781","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Pirone, Donald"," ","0","35","In-Person",
"09","42784","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Argyros, Maria"," ","1","35","In-Person",
"20","42590","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Lipsey, Michael"," ","0","35","In-Person",
"11","42790","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Hastings, Mary"," ","0","35","In-Person",
"12","42793","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Ritt, Morey"," ","0","35","In-Person",
"13","42796","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Jolley, David"," ","0","35","In-Person",
"14","42799","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Lelchuk, Nina"," ","0","35","In-Person",
"15","42802","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Biaggi, Eduardo"," ","0","35","In-Person",
"16","42805","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Cossin, David"," ","0","35","In-Person",
"17","42807","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Frampton, William"," ","0","35","In-Person",
"18","42810","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Shin, Heesun"," ","0","35","In-Person",
"19","42813","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Avitsur, Haim"," ","0","35","In-Person",
"21","42816","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Aomori, Yoshio"," ","0","35","In-Person",
"22","42819","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Biegel, Jeffrey"," ","0","35","In-Person",
"23","42822","MUSIC 152 (1, 3)","Major Stdy Perfrmnce II","&nbsp;","12:00 AM - 12:00 AM","Woll, Heidi"," ","0","35","In-Person",
"01","44252","MUSIC 1560 (3, 0)","Qc Choral Society","W","7:30 PM - 9:50 PM","John, James","MU 270","2","200","In-Person",
"01","44255","MUSIC 1561 (3, 1)","Qc Choral Society","W","7:30 PM - 9:50 PM","John, James","MU 270","32","200","In-Person",
"01","70112","MUSIC 1580 (3, 0)","Qc Chorus","T, TH","4:40 PM - 6:30 PM","Babb, Sandra","MU 270","2","35","In-Person",
"01","70111","MUSIC 1581 (3, 1)","Qc Chorus","T, TH","4:40 PM - 6:30 PM","Babb, Sandra","MU 270","37","35","In-Person",
"01","68419","MUSIC 159 (2, 1)","String Ensemble","M, W","10:15 AM - 12:00 PM","Williams, Gregory","MU 264","12","35","In-Person",
"01","68439","MUSIC 161 (3, 1)","Grp Instrctn Upr Strngs","M, W","6:30 PM - 8:00 PM","Williams, Gregory","MU 214","3","25","In-Person",
"01","74440","MUSIC 166 (3, 1)","Grp Instrctn Voice","TH","1:40 PM - 4:30 PM","Andrade, Andrew","MU 308","12","35","In-Person",
"01","68430","MUSIC 167 (3, 1)","Grp Instrctn Brass","M, W","4:40 PM - 6:20 PM","Mozeiko, Kristin","MU 214","6","25","In-Person",
"02","68772","MUSIC 171 (3, 2)","Sight Singing &amp; Dctatn I","TH","10:05 AM - 10:55 AM","Prestamo, Joseph","MU 265","12","20","In-Person",
"02","68772","MUSIC 171 (3, 2)","Sight Singing &amp; Dctatn I","T, F","10:05 AM - 10:55 AM","Colon, Paulina","MU 308","12","20","In-Person",
"01","68769","MUSIC 171 (3, 2)","Sight Singing &amp; Dctatn I","T, TH, F","10:05 AM - 10:55 AM","Prestamo, Joseph","MU 265","10","20","In-Person",
"01","69771","MUSIC 172 (3, 2)","Sight Sing/Dict 2","T, TH, F","11:10 AM - 12:00 PM","Karlsson, Mikael","MU 265","17","20","In-Person",
"02","69798","MUSIC 173 (3, 3)","Harmny, Cntrpt &amp; Kybrd I","T, TH, F","11:10 AM - 12:00 PM","Chernov, Eric","MU 363","16","20","In-Person",
"01","69795","MUSIC 173 (3, 3)","Harmny, Cntrpt &amp; Kybrd I","T, TH, F","11:10 AM - 12:00 PM","Prosser, Simon","MU 353","15","20","In-Person",
"01","69884","MUSIC 174 (3, 3)","Harmny, Cntrpt &amp; Kybrd II","T, TH, F","10:05 AM - 10:55 AM","Karlsson, Mikael","MU 363","9","20","In-Person",
"02","83618","MUSIC 174 (3, 3)","Harmny, Cntrpt &amp; Kybrd II","T, TH, F","10:05 AM - 10:55 AM","Nitzberg, Roy","MU 353","9","20","In-Person",
"32","43032","MUSIC 187 (.5, 1)","Indiv Stdy Prfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Neidich, Charles"," ","0","30","In-Person",
"28","42942","MUSIC 187 (.5, 1)","Indiv Stdy Prfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Bruskin, Julia"," ","1","30","In-Person",
"09","42885","MUSIC 187 (.5, 1)","Indiv Stdy Prfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Mcnally, William"," ","0","30","In-Person",
"10","42888","MUSIC 187 (.5, 1)","Indiv Stdy Prfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Cohen, Paul"," ","0","30","In-Person",
"11","42891","MUSIC 187 (.5, 1)","Indiv Stdy Prfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Anderson, William"," ","0","30","In-Person",
"12","42894","MUSIC 187 (.5, 1)","Indiv Stdy Prfrmnce I","&nbsp;"," - ",", "," ","1","30","In-Person",
"13","42897","MUSIC 187 (.5, 1)","Indiv Stdy Prfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Shin, Heesun"," ","1","30","In-Person",
"14","42900","MUSIC 187 (.5, 1)","Indiv Stdy Prfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Chernov, Konstantza"," ","4","30","In-Person",
"15","42903","MUSIC 187 (.5, 1)","Indiv Stdy Prfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Frampton, William"," ","0","30","In-Person",
"16","42906","MUSIC 187 (.5, 1)","Indiv Stdy Prfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Rosen, Marcy"," ","0","30","In-Person",
"17","42909","MUSIC 187 (.5, 1)","Indiv Stdy Prfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Jolley, David"," ","0","30","In-Person",
"18","42912","MUSIC 187 (.5, 1)","Indiv Stdy Prfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Jones, Alice"," ","0","30","In-Person",
"19","42915","MUSIC 187 (.5, 1)","Indiv Stdy Prfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Pirone, Donald"," ","1","30","In-Person",
"20","42918","MUSIC 187 (.5, 1)","Indiv Stdy Prfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Ronis, David"," ","0","30","In-Person",
"21","42921","MUSIC 187 (.5, 1)","Indiv Stdy Prfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Chang, Ching-Min"," ","0","30","In-Person",
"22","42924","MUSIC 187 (.5, 1)","Indiv Stdy Prfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Sinanian-Forden, Linda"," ","0","30","In-Person",
"23","42927","MUSIC 187 (.5, 1)","Indiv Stdy Prfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Mendenhall, Judith"," ","0","30","In-Person",
"24","42930","MUSIC 187 (.5, 1)","Indiv Stdy Prfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Lee, Kristin"," ","0","30","In-Person",
"25","42933","MUSIC 187 (.5, 1)","Indiv Stdy Prfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Cho, Chaeeoun"," ","0","30","In-Person",
"26","42936","MUSIC 187 (.5, 1)","Indiv Stdy Prfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Diaz-Acosta, Ubaldo"," ","0","30","In-Person",
"27","42939","MUSIC 187 (.5, 1)","Indiv Stdy Prfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Williams, Gregory"," ","1","30","In-Person",
"29","42843","MUSIC 187 (.5, 1)","Indiv Stdy Prfrmnce I","&nbsp;","12:00 AM - 12:00 AM","Avitsur, Haim"," ","1","30","In-Person",
