"Sec","Code","Course (hr, crd)","Description","Day","Time","Instructor","Location","Enrolled","Limit","Mode of Instruction",
"20","83086","MATH 115 (3, 3)","College Algebra for Precalc","T, TH","2:15 PM - 4:05 PM","Chen, Dianna","KY 313","19","20","In-Person",
"19","52329","MATH 115 (3, 3)","College Algebra for Precalc","S","9:00 AM - 12:00 PM","Nakayama, Akina","KY 273","26","25","In-Person",
"18","52322","MATH 115 (3, 3)","College Algebra for Precalc","M, W","10:05 AM - 11:55 AM","Kalra, Priya","KY 324","23","20","In-Person",
"17","52311","MATH 115 (3, 3)","College Algebra for Precalc","T, TH","12:10 PM - 2:00 PM","Chen, Dianna","KY 313","22","20","In-Person",
"16","52308","MATH 115 (3, 3)","College Algebra for Precalc","T, TH","10:05 AM - 11:55 AM","Chen, Dianna","KY 313","21","20","In-Person",
"15","52304","MATH 115 (3, 3)","College Algebra for Precalc","TH","1:40 PM - 2:55 PM","Berger, Kirsten","KY 065","27","25","In-Person",
"15","52304","MATH 115 (3, 3)","College Algebra for Precalc","T","1:40 PM - 2:55 PM","Berger, Kirsten","KY 414","27","25","In-Person",
"14","52299","MATH 115 (3, 3)","College Algebra for Precalc","T, TH","12:15 PM - 1:30 PM","Weintraub, Samuel","KY 434","26","25","In-Person",
"01","52211","MATH 115 (3, 3)","College Algebra for Precalc","T, TH","6:30 PM - 7:45 PM","Wolf-Sonkin, Valerie","KY 273","24","25","In-Person",
"03","52219","MATH 115 (3, 3)","College Algebra for Precalc","M, W","8:00 PM - 9:15 PM","Gherghi, Lucian","KY 059","25","25","In-Person",
"04","52226","MATH 115 (3, 3)","College Algebra for Precalc","TH","3:10 PM - 4:25 PM","Berger, Kirsten","KY 065","27","25","In-Person",
"05","52247","MATH 115 (3, 3)","College Algebra for Precalc","M, W","5:00 PM - 6:15 PM","Fekri, Abdellah","KY 414","26","25","In-Person",
"06","52255","MATH 115 (3, 3)","College Algebra for Precalc","T, TH","10:45 AM - 12:00 PM","Greenman, Jennifer","KS 120","30","25","In-Person",
"07","52259","MATH 115 (3, 3)","College Algebra for Precalc","T, TH","7:45 AM - 9:00 AM","Markowitz, Elena","KY 320","24","25","In-Person",
"08","52265","MATH 115 (3, 3)","College Algebra for Precalc","M, W","9:15 AM - 10:30 AM","Fleetwood, Gordon","KY 283","29","25","In-Person",
"09","52268","MATH 115 (3, 3)","College Algebra for Precalc","M, W","1:40 PM - 2:55 PM","Mavro, Barbara","KY 320","26","25","In-Person",
"10","52274","MATH 115 (3, 3)","College Algebra for Precalc","M, W","10:45 AM - 12:00 PM","Mavro, Barbara","KY 273","28","25","In-Person",
"11","52280","MATH 115 (3, 3)","College Algebra for Precalc","M, W","3:10 PM - 4:25 PM","Goldman, Steven","KY 320","26","25","In-Person",
"12","52284","MATH 115 (3, 3)","College Algebra for Precalc","M, W","7:45 AM - 9:00 AM","Kwon, Alice","KY 320","26","25","In-Person",
"13","52287","MATH 115 (3, 3)","College Algebra for Precalc","T, TH","9:15 AM - 10:30 AM","Auman, Richard","KY 283","27","25","In-Person",
"01","52334","MATH 116 (3, 3)","Math Of Finance","T, TH","5:00 PM - 6:15 PM","Jin, Zhanguo","KY 283","25","25","In-Person",
"03","52342","MATH 119 (3, 3)","Math/Elem Sch Teach","M, W","6:30 PM - 7:45 PM","Vangelatos-Toufexis, Zoe","KY 429","27","25","In-Person",
"02","52340","MATH 119 (3, 3)","Math/Elem Sch Teach","T, TH","6:30 PM - 7:45 PM","Richman, Jack","KY 422","22","22","In-Person",
"09","52394","MATH 119 (3, 3)","Math/Elem Sch Teach","M, W","1:40 PM - 2:55 PM","Feldman, Scott","KY 283","25","25","In-Person",
"05","52366","MATH 119 (3, 3)","Math/Elem Sch Teach","T, TH","9:15 AM - 10:30 AM","Nandin, Phillip","KY 242","28","25","In-Person",
"06","52382","MATH 119 (3, 3)","Math/Elem Sch Teach","M, W","7:45 AM - 9:00 AM","Pandazis, Michael","KY 422","22","22","In-Person",
"07","52383","MATH 119 (3, 3)","Math/Elem Sch Teach","M, W","3:10 PM - 4:25 PM","Nakayama, Akina","KY 283","26","25","In-Person",
"08","52388","MATH 119 (3, 3)","Math/Elem Sch Teach","T, TH","1:40 PM - 2:55 PM","Greenman, Jennifer","KY 326","26","25","In-Person",
"01","52338","MATH 119 (3, 3)","Math/Elem Sch Teach","T, TH","5:00 PM - 6:15 PM","Rocklin, Steven","KY 422","22","22","In-Person",
"04","52358","MATH 119 (3, 3)","Math/Elem Sch Teach","T, TH","7:45 AM - 9:00 AM","Porchetta, Ernest","KY 242","25","25","In-Person",
"01","52403","MATH 120 (3, 3)","Discrete Math Csci","M, W","8:00 PM - 9:15 PM","Chow, Honho","KY 414","31","22","In-Person",
"05","52414","MATH 120 (3, 3)","Discrete Math Csci","M, W","1:40 PM - 2:55 PM","Goldman, Steven","KS 120","31","25","In-Person",
"04","52411","MATH 120 (3, 3)","Discrete Math Csci","M, W","10:45 AM - 12:00 PM","Fischthal, Arnold","KS 120","30","25","In-Person",
"03","52408","MATH 120 (3, 3)","Discrete Math Csci","T, TH","9:15 AM - 10:30 AM","Lee, David","KY 065","30","25","In-Person",
"02","52406","MATH 120 (3, 3)","Discrete Math Csci","T, TH","7:45 AM - 9:00 AM","Lee, David","KY 065","30","25","In-Person",
"06","52536","MATH 122 (4, 4)","Precalculus","T, TH","6:30 PM - 8:20 PM","Weiss, Robert","KY 420","29","22","In-Person",
"07","52539","MATH 122 (4, 4)","Precalculus","T, TH","5:00 PM - 6:50 PM","Toledo, David","KY 334","31","25","In-Person",
"08","52540","MATH 122 (4, 4)","Precalculus","T, TH","6:55 PM - 8:45 PM","Toledo, David","KY 334","30","25","In-Person",
"22","52621","MATH 122 (4, 4)","Precalculus","SU","8:00 AM - 12:00 PM","Yuabov, Daniel","KY 242","31","25","In-Person",
"10","52545","MATH 122 (4, 4)","Precalculus","M, W","6:55 PM - 8:45 PM","Gregorian, Christina","KY 277","32","25","In-Person",
"11","52559","MATH 122 (4, 4)","Precalculus","M, W","8:00 AM - 9:50 AM","Presby, Leonard","KY 334","30","25","In-Person",
"12","52560","MATH 122 (4, 4)","Precalculus","M, W","10:05 AM - 11:55 AM","Pandazis, Michael","KY 334","32","25","In-Person",
"13","52562","MATH 122 (4, 4)","Precalculus","T, TH","12:10 PM - 2:00 PM","Kalra, Priya","KY 324","30","25","In-Person",
"15","52575","MATH 122 (4, 4)","Precalculus","T, TH","2:15 PM - 4:05 PM","Ben-Har, Shlomo","KY 273","30","25","In-Person",
"16","52582","MATH 122 (4, 4)","Precalculus","T, TH","2:15 PM - 4:05 PM","Weintraub, Samuel","KY 434","30","25","In-Person",
"17","52588","MATH 122 (4, 4)","Precalculus","M, W","10:05 AM - 11:55 AM","Presby, Leonard","KY 326","30","25","In-Person",
"18","52594","MATH 122 (4, 4)","Precalculus","M, W","1:40 PM - 3:30 PM","Joseph, Michael","KY 422","31","22","In-Person",
"19","52606","MATH 122 (4, 4)","Precalculus","M, W","8:00 AM - 9:50 AM","Clarke, Anisha","KY 313","23","20","In-Person",
"20","52608","MATH 122 (4, 4)","Precalculus","M, W","10:05 AM - 11:55 AM","Clarke, Anisha","KY 313","24","20","In-Person",
"23","54204","MATH 122 (4, 4)","Precalculus","M, W","9:00 AM - 10:50 AM","Pastore, Joseph","RZ 147","31","25","In-Person",
"21","52611","MATH 122 (4, 4)","Precalculus","M, W","1:40 PM - 4:00 PM","Broges, Adele","KY 424","24","20","In-Person",
"05","52535","MATH 122 (4, 4)","Precalculus","T, TH","10:05 AM - 11:55 AM","Gaugler, Todd","PH 104","30","25","In-Person",
"04","52533","MATH 122 (4, 4)","Precalculus","T, TH","8:00 AM - 9:50 AM","Miller, Jeremy","PH 104","30","25","In-Person",
"03","52529","MATH 122 (4, 4)","Precalculus","M, W","4:40 PM - 6:30 PM","Cai, Anhong","KY 283","17","1","In-Person",
"02","52527","MATH 122 (4, 4)","Precalculus","T, TH","11:05 AM - 12:55 PM","Eisen, Carole","KY 414","26","22","In-Person",
"01","52525","MATH 122 (4, 4)","Precalculus","T, TH","9:00 AM - 10:50 AM","Eisen, Carole","KY 414","29","22","In-Person",
"09","52542","MATH 122 (4, 4)","Precalculus","M, W","5:00 PM - 6:40 PM","Gregorian, Christina","KY 277","30","25","In-Person",
"01","52629","MATH 131 (3, 3)","Calc Applc Soc Sci I","M, W","1:40 PM - 2:55 PM","Spitz, Henya","KY 434","31","25","In-Person",
"02","52630","MATH 131 (3, 3)","Calc Applc Soc Sci I","M, W","3:10 PM - 4:25 PM","Spitz, Henya","KY 434","30","25","In-Person",
"03","52631","MATH 131 (3, 3)","Calc Applc Soc Sci I","M, W","6:30 PM - 7:45 PM","Duravcevic, Marija","KY 422","25","22","In-Person",
"04","52632","MATH 131 (3, 3)","Calc Applc Soc Sci I","M, W","8:00 PM - 9:15 PM","Duravcevic, Marija","KY 422","23","22","In-Person",
"05","52634","MATH 131 (3, 3)","Calc Applc Soc Sci I","T, TH","7:45 AM - 9:00 AM","Bernstein, Melvin","KY 277","28","25","In-Person",
"06","52636","MATH 131 (3, 3)","Calc Applc Soc Sci I","T, TH","9:15 AM - 10:30 AM","Bernstein, Melvin","KY 277","30","25","In-Person",
"15","52656","MATH 131 (3, 3)","Calc Applc Soc Sci I","SU","1:00 PM - 4:00 PM","Gillman, Paula","KY 242","24","25","In-Person",
"08","52641","MATH 131 (3, 3)","Calc Applc Soc Sci I","T, TH","10:45 AM - 12:00 PM","Sugarman, Josiah","KY 059","30","25","In-Person",
"09","52646","MATH 131 (3, 3)","Calc Applc Soc Sci I","T, TH","8:00 PM - 9:15 PM","Uddin, Jasim","KY 277","26","25","In-Person",
"10","52651","MATH 131 (3, 3)","Calc Applc Soc Sci I","T, TH","6:30 PM - 7:45 PM","Jin, Zhanguo","KY 283","19","25","In-Person",
"12","52653","MATH 131 (3, 3)","Calc Applc Soc Sci I","T","12:15 PM - 1:30 PM","Miller, Russell","KY 065","25","25","In-Person",
"12","52653","MATH 131 (3, 3)","Calc Applc Soc Sci I","TH","12:15 PM - 1:30 PM","Miller, Russell","KS 120","25","25","In-Person",
"14","52655","MATH 131 (3, 3)","Calc Applc Soc Sci I","M, W","1:40 PM - 3:30 PM","Clarke, Anisha","KY 313","22","20","In-Person",
"07","52639","MATH 131 (3, 3)","Calc Applc Soc Sci I","M, W","10:45 AM - 12:00 PM","Liu, Zong Wang","KY 422","30","30","In-Person",
"01","52657","MATH 141 (3, 3)","Calc/Differentiation","T","10:15 AM - 12:05 PM","Sultan, Alan","KY 320","32","15","In-Person",
"01","52657","MATH 141 (3, 3)","Calc/Differentiation","TH","10:05 AM - 10:55 AM","Sultan, Alan","KY 320","32","15","In-Person",
"02","52658","MATH 141 (3, 3)","Calc/Differentiation","T, TH","12:15 PM - 1:30 PM","Hanusa, Christopher","KY 317","31","25","In-Person",
"03","52659","MATH 141 (3, 3)","Calc/Differentiation","M, W, TH","1:40 PM - 2:30 PM","Weiss, Norman","KY 414","29","25","In-Person",
"04","52660","MATH 141 (3, 3)","Calc/Differentiation","M, W, TH","2:45 PM - 3:35 PM","Weiss, Norman","KY 414","24","22","In-Person",
"05","52661","MATH 141 (3, 3)","Calc/Differentiation","T, TH","10:45 AM - 12:00 PM","Dodziuk, Jozef","KY 277","30","25","In-Person",
"06","52662","MATH 141 (3, 3)","Calc/Differentiation","T, TH","3:10 PM - 4:25 PM","Mitra, Sudeb","KY 242","32","25","In-Person",
"07","52663","MATH 141 (3, 3)","Calc/Differentiation","T, TH","9:15 AM - 10:30 AM","Miller, Russell","KY 422","30","22","In-Person",
"08","52664","MATH 141 (3, 3)","Calc/Differentiation","T, TH","1:40 PM - 2:55 PM","Wilson, Scott","KY 422","31","22","In-Person",
"09","52665","MATH 141 (3, 3)","Calc/Differentiation","M, W","10:45 AM - 12:00 PM","Lee, Dan","KY 065","30","25","In-Person",
"10","52666","MATH 141 (3, 3)","Calc/Differentiation","M, W","1:40 PM - 2:55 PM","Lee, Dan","KY 059","30","25","In-Person",
"11","52667","MATH 141 (3, 3)","Calc/Differentiation","M, W","5:00 PM - 6:15 PM","Koroveshi, Blendi","KY 320","30","25","In-Person",
"12","52668","MATH 141 (3, 3)","Calc/Differentiation","M, W","6:30 PM - 7:45 PM","Koroveshi, Blendi","KY 320","23","25","In-Person",
"13","52669","MATH 141 (3, 3)","Calc/Differentiation","M, W","8:00 AM - 9:50 AM","Broges, Adele","KY 424","21","20","In-Person",
"14","52670","MATH 141 (3, 3)","Calc/Differentiation","M, W","10:05 AM - 11:55 AM","Broges, Adele","KY 424","20","20","In-Person",
"15","52671","MATH 141 (3, 3)","Calc/Differentiation","S","9:00 AM - 12:00 PM","Didamo, Christopher","KY 242","29","25","In-Person",
"05","71872","MATH 142 (3, 3)","Calculus/Integration","T, TH","10:45 AM - 12:00 PM","Miller, Jeremy","KY 324","32","25","In-Person",
"01","52672","MATH 142 (3, 3)","Calculus/Integration","M, W","1:40 PM - 2:55 PM","Sabitova, Maria","KY 242","30","25","In-Person",
"01","52672","MATH 142 (3, 3)","Calculus/Integration","M, W","1:40 PM - 2:55 PM","Braun, Martin","KY 242","30","25","In-Person",
"04","52675","MATH 142 (3, 3)","Calculus/Integration","T, TH","5:00 PM - 6:15 PM","Richman, Jack","KY 434","28","25","In-Person",
"03","52674","MATH 142 (3, 3)","Calculus/Integration","T, TH","1:40 PM - 2:55 PM","Mitra, Sudeb","KY 242","30","25","In-Person",
"02","52673","MATH 142 (3, 3)","Calculus/Integration","M, W","10:45 AM - 12:00 PM","Erlbaum, Sharon","PH 154","30","22","In-Person",
"QI1","83685","MATH 143 (3, 3)","Calc/ Infinite Serie","M, W","8:45 AM - 10:00 AM","Penagos, Julio","QH 007","17","0","In-Person",
"02","52677","MATH 143 (3, 3)","Calc/ Infinite Serie","T, TH","10:45 AM - 12:00 PM","Erlbaum, Sharon","KY 434","26","25","In-Person",
"01","52676","MATH 143 (3, 3)","Calc/ Infinite Serie","T, TH","1:40 PM - 2:55 PM","Sultan, Alan","KY 334","26","25","In-Person",
"03","52678","MATH 143 (3, 3)","Calc/ Infinite Serie","M, W","1:40 PM - 2:55 PM","Klosin, Krzysztof","KY 273","30","30","In-Person",
"04","52679","MATH 143 (3, 3)","Calc/ Infinite Serie","T, TH","6:30 PM - 7:45 PM","Borenstein, Howard","KY 326","19","25","In-Person",
"07","52686","MATH 151 (4, 4)","Calc/Diff &amp; Integtn","M, W","1:40 PM - 3:30 PM","Pomerantz, Steve","KY 334","30","25","In-Person",
"08","52687","MATH 151 (4, 4)","Calc/Diff &amp; Integtn","T, TH","2:15 PM - 4:05 PM","Gorelick, Michael","KY 283","24","25","In-Person",
"06","52685","MATH 151 (4, 4)","Calc/Diff &amp; Integtn","M, W","8:30 PM - 10:20 PM","Rothstein, Jacqueline","KY 242","28","25","In-Person",
"05","52684","MATH 151 (4, 4)","Calc/Diff &amp; Integtn","T, TH","6:30 PM - 8:20 PM","Koroveshi, Blendi","KY 320","20","25","In-Person",
"03","52682","MATH 151 (4, 4)","Calc/Diff &amp; Integtn","M, W","8:00 AM - 9:50 AM","Spitz, Henya","KY 434","27","25","In-Person",
"01","52680","MATH 151 (4, 4)","Calc/Diff &amp; Integtn","T, TH","10:05 AM - 11:55 AM","Kahan, Steven","KY 420","25","22","In-Person",
"02","52681","MATH 151 (4, 4)","Calc/Diff &amp; Integtn","T, TH","12:10 PM - 2:00 PM","Gaugler, Todd","KY 277","30","25","In-Person",
"04","52683","MATH 151 (4, 4)","Calc/Diff &amp; Integtn","M, W","10:05 AM - 11:55 AM","Spitz, Henya","KY 434","30","25","In-Person",
"06","52693","MATH 152 (4, 4)","Calc/Integrtn &amp; Infi","M, W","6:30 PM - 8:20 PM","Rothstein, Jacqueline","KY 242","27","25","In-Person",
"05","52692","MATH 152 (4, 4)","Calc/Integrtn &amp; Infi","T, TH","8:30 PM - 10:20 PM","Emerson, William","KY 414","20","22","In-Person",
"04","52691","MATH 152 (4, 4)","Calc/Integrtn &amp; Infi","M, W","8:00 AM - 9:50 AM","Erlbaum, Sharon","KY 420","30","25","In-Person",
"03","52690","MATH 152 (4, 4)","Calc/Integrtn &amp; Infi","T, TH","8:00 AM - 9:50 AM","Erlbaum, Sharon","KY 434","29","25","In-Person",
"02","52689","MATH 152 (4, 4)","Calc/Integrtn &amp; Infi","M, W","10:05 AM - 11:55 AM","Eisen, Carole","KY 414","22","22","In-Person",
"01","52688","MATH 152 (4, 4)","Calc/Integrtn &amp; Infi","T, TH","12:10 PM - 2:00 PM","Don, Eugene","KY 283","28","25","In-Person",
"01","52694","MATH 157 (4, 4)","Honors Calculus I","M, W","4:00 PM - 5:50 PM","Lee, Dan","KY 420","5","22","In-Person",
"04","52698","MATH 201 (4, 4)","Multivariable Calculus","M, W","8:30 PM - 10:20 PM","Berman, Gary","KY 320","29","25","In-Person",
"03","52697","MATH 201 (4, 4)","Multivariable Calculus","T, TH","6:30 PM - 8:20 PM","Emerson, William","KY 414","14","22","In-Person",
"02","52696","MATH 201 (4, 4)","Multivariable Calculus","M, W","2:15 PM - 4:05 PM","Saric, Dragomir","KY 326","24","25","In-Person",
"01","52695","MATH 201 (4, 4)","Multivariable Calculus","T, TH","1:40 PM - 3:30 PM","Hanusa, Christopher","KY 317","30","30","In-Person",
"01","52699","MATH 202 (4, 4)","Advanced Calculus","M, W","6:30 PM - 8:20 PM","Rothenberg, Ronald","KY 434","29","25","In-Person",
"02","52700","MATH 202 (4, 4)","Advanced Calculus","T, TH","12:10 PM - 2:00 PM","Dodziuk, Jozef","KY 273","17","25","In-Person",
"01","52701","MATH 207 (5, 5)","Honors Calculus 3","T, TH","4:00 PM - 5:50 PM","Terilla, John","KY 326","7","25","In-Person",
"01","52702","MATH 220 (3, 3)","Discrete Mathematics","T, TH","12:15 PM - 1:30 PM","Gorelick, Michael","KY 422","26","25","In-Person",
"02","52703","MATH 220 (3, 3)","Discrete Mathematics","M, W","3:10 PM - 4:25 PM","Pastore, Joseph","KY 277","32","30","In-Person",
"02","52705","MATH 223 (3, 3)","Diff Equa/Num Meth 1","M, W","10:45 AM - 12:00 PM","Sabitova, Maria","KY 242","28","25","In-Person",
"01","52704","MATH 223 (3, 3)","Diff Equa/Num Meth 1","T, TH","10:45 AM - 12:00 PM","Goldberg, Wallace","KY 242","22","20","In-Person",
"02","52705","MATH 223 (3, 3)","Diff Equa/Num Meth 1","M, W","10:45 AM - 12:00 PM","Miller, Russell","KY 242","28","25","In-Person",
"05","52710","MATH 231 (4, 4)","Linear Algebra I","T, TH","10:05 AM - 11:55 AM","Miller, David","KY 334","32","25","In-Person",
"06","52711","MATH 231 (4, 4)","Linear Algebra I","M, W","5:00 PM - 6:50 PM","Gherghi, Lucian","KY 059","30","25","In-Person",
"04","52709","MATH 231 (4, 4)","Linear Algebra I","M, W","1:40 PM - 3:30 PM","Kramer, Kenneth","KY 420","30","22","In-Person",
"03","52708","MATH 231 (4, 4)","Linear Algebra I","M, W","10:05 AM - 11:55 AM","Kramer, Kenneth","KY 420","28","25","In-Person",
"02","52707","MATH 231 (4, 4)","Linear Algebra I","M, W","8:30 PM - 10:20 PM","Rothenberg, Ronald","KY 434","27","25","In-Person",
"01","52706","MATH 231 (4, 4)","Linear Algebra I","T, TH","12:10 PM - 2:25 PM","Kahan, Steven","KY 420","28","25","In-Person",
"04","52716","MATH 241 (3, 3)","Intro Prob/Math Stat","T, TH","9:15 AM - 10:30 AM","Kapelner, Adam","KY 326","30","25","In-Person",
"07","52719","MATH 241 (3, 3)","Intro Prob/Math Stat","T, TH","5:00 PM - 6:15 PM","Koroveshi, Blendi","KY 320","29","30","In-Person",
"01","52713","MATH 241 (3, 3)","Intro Prob/Math Stat","M, W","9:15 AM - 10:30 AM","Sisser, Fern","KY 320","42","25","In-Person",
"02","52714","MATH 241 (3, 3)","Intro Prob/Math Stat","M, W","3:10 PM - 4:25 PM","Ralescu, Stefan","KY 065","30","25","In-Person",
"03","52715","MATH 241 (3, 3)","Intro Prob/Math Stat","M, W","5:00 PM - 6:15 PM","Rothenberg, Ronald","KY 434","31","25","In-Person",
"06","52718","MATH 241 (3, 3)","Intro Prob/Math Stat","T, TH","10:45 AM - 12:00 PM","Don, Eugene","KY 283","29","25","In-Person",
"05","52717","MATH 241 (3, 3)","Intro Prob/Math Stat","T, TH","12:15 PM - 1:30 PM","Kapelner, Adam","KY 326","29","25","In-Person",
"01","52720","MATH 242 (3, 3)","Methods Of Math Statistics","M, W","10:45 AM - 12:00 PM","Sisser, Fern","KY 320","40","40","In-Person",
"01","52721","MATH 271 (1, 1)","Actuarial Math 1","W","2:45 PM - 3:35 PM","Rothenberg, Ronald","KY 318","10","20","In-Person",
"01","52722","MATH 310 (3, 3)","Elem Real Analysis","M, W","3:10 PM - 4:25 PM","Metas, Nick","KY 242","32","25","In-Person",
"01","52723","MATH 333 (3, 3)","Intro Alg Structures","T, TH","10:45 AM - 12:00 PM","Wilson, Scott","KY 422","31","25","In-Person",
"03","72201","MATH 505 (3, 3)","Math Prb Slving","T, TH","12:15 PM - 1:30 PM","Miller, David","KY 320","27","25","In-Person",
"01","52724","MATH 505 (3, 3)","Math Prb Slving","T, TH","3:10 PM - 4:25 PM","Sultan, Alan","KY 334","28","25","In-Person",
"01","52726","MATH 509 (3, 3)","Set Theory &amp; Logic","T, TH","6:30 PM - 7:45 PM","Mitra, Sudeb","KY 242","32","25","In-Person",
"01","52727","MATH 518 (3, 3)","College Geometry","W","5:00 PM - 7:50 PM","Markinson, Mara","PH 119","30","30","In-Person",
"01","52728","MATH 524 (3, 3)","Hist Of Mathematics","M, W","5:00 PM - 6:15 PM","Metas, Nick","KY 242","25","25","In-Person",
"01","52729","MATH 617 (3, 3)","Number Systems","M, W","5:00 PM - 6:15 PM","Weiss, Norman","KY 422","29","25","In-Person",
"01","52730","MATH 621 (3, 3)","Probability","M, W","6:30 PM - 7:45 PM","Ralescu, Stefan","KY 065","30","25","In-Person",
"01","52731","MATH 626 (3, 3)","Mathematics &amp; Logic","T, TH","10:45 AM - 12:00 PM","Miller, Russell","KY 326","27","25","In-Person",
"01","52732","MATH 631 (3, 3)","Diff Geometry","M, W","5:00 PM - 6:15 PM","Saric, Dragomir","KY 326","12","25","In-Person",
"01","52733","MATH 635 (3, 3)","Stochastic Proc","M, W","5:00 PM - 6:15 PM","Ralescu, Stefan","KY 065","13","25","In-Person",
"01","52734","MATH 636 (3, 3)","Combinatorial Thry","T, TH","5:00 PM - 6:15 PM","Hanusa, Christopher","KY 273","24","30","In-Person",
"01","52735","MATH 6503 (3, 3)","Vt:Studies In Math","T, TH","5:00 PM - 6:15 PM","Jiang, Yunping","KS 340","13","25","In-Person",
"01","52736","MATH 703 (3, 4.5)","Point Set Topology","M, W","5:00 PM - 6:15 PM","Klosin, Krzysztof","KY 273","13","25","In-Person",
"02","41710","MEDST 100 (3, 3)","Media Technologies","W","6:30 PM - 9:20 PM","Monroy, Juan","KY 264","43","50","In-Person",
"01","41497","MEDST 100 (3, 3)","Media Technologies","W","1:40 PM - 4:30 PM","Fuqua, Joy","KY 264","101","100","In-Person",
"02","41500","MEDST 101 (3, 3)","Contemporary Media","T","1:40 PM - 4:30 PM","Luckett, Moya","KY 264","50","50","In-Person",
"01","41499","MEDST 101 (3, 3)","Contemporary Media","T","1:40 PM - 4:30 PM","Luckett, Moya","KY 264","50","50","In-Person",
"03","41715","MEDST 101 (3, 3)","Contemporary Media","M","6:30 PM - 9:20 PM","Tsika, Noah","KY 264","53","50","In-Person",
"02","41508","MEDST 103 (3, 3)","Interpersonal Comm","F","9:15 AM - 12:05 PM","Fasos, Sofia","KY 264","20","40","In-Person",
"01","41504","MEDST 103 (3, 3)","Interpersonal Comm","F","9:15 AM - 12:05 PM","Fasos, Sofia","KY 264","40","40","In-Person",
"01","41514","MEDST 110 (3, 3)","Political Comm.","T","9:10 AM - 12:00 PM","Lacy, Michael","KY 264","52","85","In-Person",
"01","41519","MEDST 143 (4, 3)","Hst Cinema 1 1880-30","TH","9:10 AM - 1:00 PM","Kapse, Anupama","KY 264","86","85","In-Person",
"01","41538","MEDST 146 (4, 3)","Hst Cinema 111 1970-","M","1:40 PM - 5:30 PM","Herzog, Amy","KY 264","88","85","In-Person",
"01","41541","MEDST 151 (3, 3)","Public Speaking","T","9:10 AM - 12:00 PM","Steinberg, Lisa","KG 105","18","18","In-Person",
"02","41718","MEDST 151 (3, 3)","Public Speaking","T","5:00 PM - 7:50 PM","Steinberg, Lisa","QH 270F","18","18","In-Person",
"01","41550","MEDST 200 (4, 3)","Prin Sound &amp; Image","M, W","10:05 AM - 11:55 AM","Buchsbaum, Jonathan","KY 264","92","90","In-Person",
"01","41550","MEDST 200 (4, 3)","Prin Sound &amp; Image","M, W","10:05 AM - 11:55 AM","Mccleave, Leslie","KY 264","92","90","In-Person",
"03","41651","MEDST 201W (3, 3)","Media Criticism","F","10:10 AM - 1:00 PM","Kapse, Anupama","KG 105","26","25","In-Person",
"02","41649","MEDST 201W (3, 3)","Media Criticism","W","1:40 PM - 4:30 PM","Cornell, Julian","QH 270F","25","25","In-Person",
"01","41646","MEDST 201W (3, 3)","Media Criticism","TH","1:40 PM - 4:30 PM","Scott, Ellen","KY 315","27","25","In-Person",
"01","72146","MEDST 222 (3, 3)","Intro to Public Relations","F","12:30 PM - 3:20 PM","Fasos, Sofia","KY 317","32","30","In-Person",
"01","41611","MEDST 225 (3, 3)","Ethnicity &amp; Amer Med","W","9:10 AM - 12:00 PM","Lacy, Michael","KY 315","30","30","In-Person",
"01","41615","MEDST 240 (4, 3)","Styles Of Cinema","T","9:10 AM - 12:00 PM","Cornell, Julian","KY 315","32","30","In-Person",
"01","41617","MEDST 241 (3, 3)","Multimedia","T","1:40 PM - 5:30 PM","Defelice, Andrea","IB 201","18","18","In-Person",
"01","41631","MEDST 243 (4, 3)","Digital Location Vid","M","1:40 PM - 5:30 PM","Mccleave, Leslie","KG 105","18","18","In-Person",
"02","41638","MEDST 243 (4, 3)","Digital Location Vid","TH","9:10 AM - 1:00 PM","Beloff, Zoe","KG 105","17","18","In-Person",
"01","41720","MEDST 245 (3, 3)","Screenwriting","W","6:30 PM - 9:20 PM","Vetere, Richard","KG 105","27","25","In-Person",
"01","41721","MEDST 250 (3, 3)","Introduction to Media Law","T","6:30 PM - 9:20 PM","Gould, David","KY 264","18","30","In-Person",
"01","41639","MEDST 256 (3, 3)","Media Censorship","F","9:10 AM - 12:00 PM","Scott, Ellen","KY 315","29","30","In-Person",
"01","41641","MEDST 262 (3, 3)","Pol Econmy Of Media","T","9:10 AM - 12:00 PM","Crain, Matthew","QH 270F","23","30","In-Person",
"01","41644","MEDST 265 (4, 3)","Prod Indep Movies","W","1:40 PM - 5:30 PM","Mccleave, Leslie","QH 350A","17","30","In-Person",
"01","41703","MEDST 2993 (3, 3)","Internship","&nbsp;"," - ","Fuqua, Joy"," ","6","35","In-Person",
"01","41706","MEDST 2996 (6, 6)","Internship","&nbsp;"," - ","Fuqua, Joy"," ","4","35","In-Person",
"01","41657","MEDST 311 (3, 1)","Media Practicum","&nbsp;"," - ","Buchsbaum, Jonathan"," ","0","35","In-Person",
"01","41659","MEDST 312 (3, 1)","Media Practicum II","&nbsp;"," - ","Buchsbaum, Jonathan"," ","0","35","In-Person",
"01","41660","MEDST 313 (4, 3)","Creative Sound Prod","TH","2:40 PM - 6:30 PM","Beloff, Zoe","MU 225H","15","15","In-Person",
"01","41666","MEDST 330W (3, 3)","The Music Industry","T","1:40 PM - 4:30 PM","Herzog, Amy","KY 315","24","22","In-Person",
"01","41725","MEDST 341W (3, 3)","Film Theory","T","5:00 PM - 7:50 PM","Luckett, Moya","KY 315","25","22","In-Person",
